coupon_price,coupon_status,coupon_type,coupon_expiration_date,coupon_qr_code_img_url,user_id,funding_id,created_date,modified_date
38789,USED,SINGLE,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,75,72,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
49290,USED,GIFTCARD,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,31,72,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
49098,USED,SINGLE,2023-11-29,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,36,72,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
6361,USED,SINGLE,2023-11-20,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,89,72,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
7878,USED,GIFTCARD,2023-12-13,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,93,73,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
30125,USED,GIFTCARD,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,59,73,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
33625,USED,GIFTCARD,2023-11-25,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,19,73,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
29077,USED,SINGLE,2023-12-07,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,32,73,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
15494,USED,SINGLE,2023-11-22,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,26,73,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
7304,USED,SINGLE,2023-12-11,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,81,73,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
2014,USED,SINGLE,2023-12-01,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,51,73,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
22568,USED,GIFTCARD,2023-12-08,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,8,73,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
2436,USED,SINGLE,2023-11-25,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,5,73,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
29504,USED,GIFTCARD,2023-11-29,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,46,73,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
27905,USED,GIFTCARD,2023-12-03,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,92,74,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
11457,USED,SINGLE,2023-11-26,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,57,74,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
42833,USED,SINGLE,2023-12-07,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,72,74,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
2145,USED,GIFTCARD,2023-12-08,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,88,74,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
9505,USED,GIFTCARD,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,21,74,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
12652,USED,SINGLE,2023-12-12,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,20,74,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
14049,USED,SINGLE,2023-11-30,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,28,74,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
5858,USED,GIFTCARD,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,75,74,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
44071,USED,GIFTCARD,2023-11-26,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,24,75,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
11832,USED,GIFTCARD,2023-11-21,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,23,75,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
16947,USED,SINGLE,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,95,75,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
48960,USED,SINGLE,2023-12-04,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,61,75,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
7475,USED,SINGLE,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,89,75,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
29951,USED,SINGLE,2023-12-08,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,10,76,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
47801,USED,SINGLE,2023-12-05,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,28,76,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
14090,USED,SINGLE,2023-12-05,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,53,76,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
9245,USED,SINGLE,2023-11-30,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,21,76,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
39754,USED,SINGLE,2023-12-12,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,66,76,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
37685,USED,GIFTCARD,2023-12-04,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,72,76,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
10561,USED,GIFTCARD,2023-11-21,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,66,76,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
10114,USED,GIFTCARD,2023-12-14,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,93,76,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
6856,USED,SINGLE,2023-12-05,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,59,76,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
37900,USED,GIFTCARD,2023-11-27,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,1,77,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
14600,USED,SINGLE,2023-12-09,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,9,77,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
1777,USED,GIFTCARD,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,40,77,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
23304,USED,SINGLE,2023-11-18,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,67,77,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
34330,USED,SINGLE,2023-11-30,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,29,77,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
45615,USED,SINGLE,2023-11-25,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,28,77,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
36555,USED,SINGLE,2023-12-05,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,28,77,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
47729,USED,GIFTCARD,2023-12-09,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,19,77,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
4459,USED,SINGLE,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,62,77,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
37951,USED,SINGLE,2023-11-18,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,16,78,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
21647,USED,GIFTCARD,2023-12-14,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,99,78,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
16962,USED,SINGLE,2023-11-22,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,57,78,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
27041,USED,GIFTCARD,2023-12-10,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,37,78,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
7094,USED,GIFTCARD,2023-12-13,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,30,78,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
15708,USED,GIFTCARD,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,37,78,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
22722,USED,GIFTCARD,2023-12-10,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,22,78,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
32101,USED,SINGLE,2023-11-29,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,73,78,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
16308,USED,GIFTCARD,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,1,78,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
18729,USED,GIFTCARD,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,88,79,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
47200,USED,GIFTCARD,2023-12-05,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,21,79,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
28128,USED,SINGLE,2023-11-25,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,66,79,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
13041,USED,SINGLE,2023-11-27,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,30,79,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
42822,USED,SINGLE,2023-11-28,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,94,79,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
6905,USED,GIFTCARD,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,30,79,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
31541,USED,SINGLE,2023-12-10,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,52,79,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
40776,USED,SINGLE,2023-12-09,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,57,79,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
11522,USED,GIFTCARD,2023-11-20,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,95,79,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
44154,USED,SINGLE,2023-12-04,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,64,79,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
9587,USED,GIFTCARD,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,27,80,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
36686,USED,GIFTCARD,2023-12-12,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,39,80,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
38829,USED,GIFTCARD,2023-11-23,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,5,80,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
25479,USED,SINGLE,2023-11-24,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,1,80,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
30829,USED,GIFTCARD,2023-11-17,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,31,80,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
20637,USED,GIFTCARD,2023-12-04,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,61,80,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
14888,USED,SINGLE,2023-11-29,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,84,80,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
20799,USED,GIFTCARD,2023-11-20,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,44,80,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
48794,USED,GIFTCARD,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,80,80,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
12981,USED,SINGLE,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,89,80,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
23257,USED,SINGLE,2023-12-14,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,22,81,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
18428,USED,GIFTCARD,2023-11-24,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,100,81,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
23116,USED,GIFTCARD,2023-11-21,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,31,81,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
24871,USED,SINGLE,2023-11-29,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,6,81,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
25159,USED,GIFTCARD,2023-11-24,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,5,81,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
10989,USED,GIFTCARD,2023-12-07,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,72,81,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
12759,USED,SINGLE,2023-12-08,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,100,81,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
45803,USED,GIFTCARD,2023-11-23,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,25,81,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
22780,USED,GIFTCARD,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,90,81,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
29055,USED,GIFTCARD,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,79,81,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
27152,USED,SINGLE,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,77,82,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
24413,USED,SINGLE,2023-11-30,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,66,82,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
42126,USED,GIFTCARD,2023-11-26,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,77,82,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
10808,USED,SINGLE,2023-11-24,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,2,82,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
24237,USED,GIFTCARD,2023-12-01,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,45,82,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
34997,USED,GIFTCARD,2023-11-27,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,52,82,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
23800,USED,SINGLE,2023-11-23,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,66,82,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
33211,USED,GIFTCARD,2023-11-21,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,69,82,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
23141,USED,GIFTCARD,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,85,82,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
33093,USED,SINGLE,2023-11-28,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,87,82,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
12956,USED,SINGLE,2023-11-29,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,58,83,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
48057,USED,SINGLE,2023-12-07,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,73,83,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
1912,USED,SINGLE,2023-11-18,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,15,83,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
19798,USED,GIFTCARD,2023-11-27,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,7,83,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
12976,USED,GIFTCARD,2023-12-09,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,13,83,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
38991,USED,GIFTCARD,2023-11-22,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,5,83,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
19961,USED,GIFTCARD,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,14,83,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
6574,USED,GIFTCARD,2023-12-12,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,5,83,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
31009,USED,SINGLE,2023-11-24,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,88,83,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
8191,USED,SINGLE,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,67,84,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
4995,USED,GIFTCARD,2023-12-13,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,10,84,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
22639,USED,SINGLE,2023-11-24,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,83,84,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
33535,USED,GIFTCARD,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,41,84,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
3589,USED,SINGLE,2023-12-07,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,24,84,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
19586,USED,SINGLE,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,97,84,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
2611,USED,GIFTCARD,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,38,84,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
30949,USED,SINGLE,2023-12-13,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,58,85,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
39238,USED,SINGLE,2023-11-20,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,25,85,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
44470,USED,SINGLE,2023-12-13,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,58,85,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
19428,USED,SINGLE,2023-12-04,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,72,85,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
25366,USED,GIFTCARD,2023-12-14,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,1,85,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
48467,USED,GIFTCARD,2023-11-28,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,89,85,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
29295,USED,SINGLE,2023-11-27,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,36,86,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
15839,USED,GIFTCARD,2023-12-12,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,49,86,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
38732,USED,SINGLE,2023-11-27,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,50,86,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
46912,USED,SINGLE,2023-12-03,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,68,86,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
10320,USED,GIFTCARD,2023-11-17,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,50,86,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
46566,USED,GIFTCARD,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,81,87,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
42306,USED,SINGLE,2023-12-09,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,66,87,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
2478,USED,SINGLE,2023-11-16,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,9,87,2023-11-14 10:55:48.748136,2023-11-14 10:55:48.748136
20798,USED,SINGLE,2023-11-29,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,16,87,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
25368,USED,GIFTCARD,2023-11-17,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,8,87,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
5186,USED,SINGLE,2023-11-23,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,76,87,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
46138,USED,SINGLE,2023-11-19,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,36,87,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
36586,USED,GIFTCARD,2023-11-26,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,41,87,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
16795,USED,SINGLE,2023-11-20,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,71,88,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
45083,USED,SINGLE,2023-12-13,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,62,88,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
8430,USED,GIFTCARD,2023-12-11,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,50,88,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
4655,USED,GIFTCARD,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,32,88,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
44349,USED,SINGLE,2023-11-22,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,34,88,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
27862,USED,SINGLE,2023-11-15,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,91,88,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
47630,USED,SINGLE,2023-12-01,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,29,88,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
4516,USED,GIFTCARD,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,64,88,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
13998,USED,SINGLE,2023-12-02,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,96,88,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
31285,USED,SINGLE,2023-12-10,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,44,89,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
26080,USED,SINGLE,2023-11-15,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,13,89,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
13578,USED,SINGLE,2023-12-06,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,99,89,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
13722,USED,GIFTCARD,2023-11-25,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,72,89,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
37060,USED,SINGLE,2023-11-29,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,84,89,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
15928,USED,SINGLE,2023-11-26,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,84,89,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
18076,USED,GIFTCARD,2023-12-11,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,47,90,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
19567,USED,GIFTCARD,2023-11-17,https://s3.ap-northeast-2.amazonaws.com/showeatbucket/qr/qr_code_1,14,90,2023-11-14 10:55:48.749135,2023-11-14 10:55:48.749135
